"","Partido","agrotox","cartvdam","cons_mp","conv_interam_rac","correios","div_fundpart","dsil","eletrobras","fundeb_igrej","grilagem","imp_renda","improb_base","improb_dolo","improb_nep","ind.BC","jogazar","lib_san_bas","lic_amb","mineracao_votourg","minireftrab","pec.emg","posse_armas","precatorios","proib_desp_pand","refprev","sisteleit","sisteleit_col","sisteleit_dist","telecom","vot_imp"
"76874","PSB","Não","Não","Não","Sim","Não","Sim","Sim","Não","Não","Não","Sim","Sim","Sim",NA,"Não","Não","Não","Não","Não","Não","Não","Não","Não","Sim","Não","Sim","Sim","Não","Não","Não"
"204530","PSB","Não","Não","Não","Sim","Não","Sim","Sim","Não","Sim","Não","Sim","Não","Não","Sim","Não","Não",NA,"Não","Não","Não","Não","Não","Não","Sim","Sim","Não","Sim","Não","Não","Não"
"204429","PSB",NA,"Não",NA,"Sim",NA,NA,NA,NA,"Não",NA,NA,NA,NA,NA,NA,NA,"Não",NA,NA,NA,NA,"Não",NA,NA,"Não",NA,NA,NA,NA,NA
"204561","PSB","Não","Não","Não","Sim","Não","Sim","Sim","Não","Não","Não","Sim","Não","Sim","Sim","Não","Não","Não","Não","Não","Não","Não",NA,"Não","Sim","Não","Sim","Sim","Não","Não","Não"
"139285","PSB","Não","Não","Sim","Sim","Não","Sim","Sim","Não","Não","Não","Sim","Sim","Sim","Sim","Não","Não","Não","Não","Não","Não","Não","Não","Não","Sim","Não","Sim","Sim","Não","Não","Não"
"204543","PSB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sim",NA,NA,NA,NA,NA
"204542","PSB","Não","Não","Não","Sim",NA,"Sim","Sim",NA,"Não",NA,"Sim",NA,"Sim","Sim","Não","Não","Não",NA,"Não",NA,"Não","Sim","Não",NA,"Não","Sim",NA,NA,NA,NA
"204534","PSB","Não","Não","Não","Sim","Sim",NA,"Sim","Não","Não","Não","Sim","Não","Não","Sim","Sim","Sim","Sim","Não","Não","Não","Sim","Não","Não","Sim","Sim",NA,"Não","Não","Não","Não"
"178951","PSB","Não","Não",NA,"Sim","Não","Sim","Sim",NA,"Não","Não","Sim",NA,"Sim","Sim","Não","Sim","Não","Não","Não","Não","Não",NA,"Não",NA,"Não","Sim","Sim","Não",NA,"Não"
"178931","PSB",NA,"Não","Sim","Sim","Não","Sim","Sim",NA,"Não","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim",NA,"Não",NA,"Não","Sim","Sim","Não","Sim","Sim","Não","Sim","Sim"
"178927","PSB","Não","Não","Sim","Sim","Não","Sim","Sim","Não","Não",NA,"Sim",NA,"Sim",NA,"Não","Não","Não",NA,"Não",NA,"Não","Sim","Sim",NA,"Não","Sim","Sim",NA,NA,"Não"
"178964","PSB","Não","Não","Não","Sim","Não",NA,"Sim","Não","Não","Não","Sim","Sim","Sim","Sim","Não","Não",NA,"Não","Não","Não","Não","Não","Não","Sim","Não","Não","Não","Não","Não","Sim"
"204352","PSB","Não","Não","Não","Sim","Não","Sim","Sim","Não","Não","Não","Sim","Sim","Sim","Sim","Não","Não",NA,"Não","Não","Não","Não","Não","Não","Sim","Não","Sim","Sim","Não","Não","Não"
"204483","PSB","Não","Não","Sim","Sim","Não","Sim","Sim","Não","Não","Não","Sim","Sim","Sim","Sim","Não","Sim","Não","Não","Não","Não","Não","Não","Não","Sim","Não","Sim","Sim","Não","Não","Não"
"72442","PSB","Não","Não","Sim","Sim",NA,"Sim","Sim","Sim","Sim","Não","Não","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Não","Sim","Não",NA,"Sim","Sim","Não","Não","Não","Sim","Não"
"178922","PSB","Não","Não","Não","Sim","Não","Sim","Sim","Não","Não","Não","Sim","Não","Sim","Sim","Não","Sim","Sim","Não","Não","Não","Não","Não","Não","Sim","Não","Sim","Sim","Não","Não","Não"
"178842","PSB",NA,"Não",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sim",NA,NA,"Não",NA,NA,NA,NA,NA
"160511","PSB","Não","Não","Não","Sim","Não","Sim","Sim","Não","Não","Não","Sim","Não","Sim","Sim","Não","Não","Não","Não","Não","Não","Não","Não","Não","Sim","Não","Sim","Sim","Não","Não","Não"
"213274","PSB","Não","Não","Não","Sim","Não","Sim","Sim","Sim","Sim","Não","Sim","Sim","Sim",NA,"Sim",NA,NA,"Sim","Não","Não","Não",NA,"Sim","Sim",NA,"Não","Sim","Não","Sim","Sim"
"178868","PSB",NA,NA,NA,NA,"Não",NA,NA,"Não",NA,NA,NA,"Sim",NA,NA,NA,NA,NA,"Não",NA,"Não",NA,NA,NA,"Sim",NA,NA,"Sim","Não",NA,"Não"
"74419","PSB","Não",NA,"Sim","Sim","Não","Sim","Sim","Não","Não","Não","Sim","Sim","Sim","Sim","Não","Sim","Não",NA,"Não","Não","Não","Sim","Não","Sim","Não","Sim","Sim","Não","Não",NA
"160528","PSB","Não","Não","Sim","Sim","Não","Sim","Sim","Não","Não","Não","Sim","Sim","Sim","Sim","Não",NA,"Sim","Não","Não","Não",NA,"Não","Não","Sim","Não","Sim","Sim","Não","Não","Não"
"160517","PSB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141508","PSB","Não","Não","Não","Sim","Não","Sim","Sim","Não","Não","Não","Sim","Não","Sim","Sim","Não","Não","Não","Não","Não","Não","Não","Não","Não","Sim","Não","Sim","Sim","Não",NA,"Sim"
"74270","PSC",NA,NA,NA,NA,"Sim","Sim","Não",NA,NA,NA,NA,"Sim","Sim",NA,"Sim","Não","Sim",NA,NA,NA,"Sim",NA,"Sim",NA,"Sim","Sim","Sim","Não",NA,"Sim"
"160534","PSC","Sim","Sim","Não","Sim","Sim","Sim","Não","Sim","Sim","Sim","Sim","Sim","Sim","Não","Sim","Não","Não","Sim","Sim","Sim","Sim",NA,"Sim","Não","Sim","Sim","Sim","Não","Sim","Sim"
"215042","PSC","Sim",NA,"Sim",NA,"Não","Sim","Não","Sim",NA,"Sim","Sim","Sim","Sim","Não","Sim","Sim",NA,"Sim","Sim","Sim","Sim",NA,"Sim","Sim",NA,"Sim","Sim","Não","Sim","Sim"
"204482","PSC","Não","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Não",NA,"Sim","Não","Sim","Sim","Sim","Sim","Sim","Sim",NA,"Sim","Sim","Sim","Não","Sim","Sim"
"204419","PSC","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim",NA,"Não","Sim",NA,NA,"Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Não",NA,"Sim"
"141490","PSC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178881","PSC","Sim","Sim","Sim","Sim","Sim","Sim","Não","Sim","Sim","Sim","Sim","Sim",NA,NA,"Sim","Sim","Sim","Sim","Não","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Não","Sim","Sim"
"217330","PSC","Sim",NA,"Sim",NA,"Não","Sim",NA,NA,NA,"Sim","Sim",NA,NA,NA,NA,NA,NA,NA,"Sim",NA,NA,NA,"Sim",NA,NA,"Sim","Sim","Não",NA,"Sim"
"204363","PSC","Sim","Sim","Sim","Sim","Sim","Não","Não","Sim","Não","Sim","Sim","Sim","Sim","Sim","Sim","Não","Não","Sim","Sim","Sim","Sim","Sim","Sim","Não","Sim","Sim","Sim","Sim","Sim","Sim"
"204423","PSC","Sim",NA,"Sim",NA,"Sim","Não","Sim","Sim",NA,"Sim","Sim","Sim",NA,"Sim","Sim","Não","Sim","Sim","Sim","Sim","Sim",NA,"Sim","Não","Sim","Sim","Sim",NA,"Sim","Sim"
"122195","PSC","Sim",NA,NA,NA,NA,NA,NA,NA,NA,"Sim",NA,NA,NA,NA,NA,"Sim",NA,NA,"Não",NA,NA,NA,NA,"Sim",NA,NA,NA,NA,"Sim",NA
"74574","PSD","Sim","Não","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Não","Sim","Sim","Sim","Sim","Sim",NA,"Sim",NA,"Não","Não","Sim","Sim","Sim","Não","Sim","Não"
"74165","PSD","Sim",NA,"Não",NA,"Sim",NA,"Não","Sim",NA,NA,"Sim","Sim",NA,NA,"Sim",NA,NA,"Sim","Sim","Sim","Sim",NA,"Sim","Sim",NA,NA,"Não","Não","Sim","Sim"
"204500","PSD",NA,"Sim","Sim","Sim","Sim",NA,"Não","Sim","Sim","Não","Sim","Sim","Sim","Não","Sim","Sim","Sim","Não","Não","Sim","Sim","Sim","Sim","Não","Sim","Sim","Sim","Não","Sim","Sim"
"204497","PSD","Sim","Sim",NA,"Sim","Sim","Não","Sim","Sim","Sim","Não","Sim","Não","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Não","Sim","Não","Não","Não","Sim","Sim"
"204488","PSD","Não","Não","Não","Sim","Não","Sim","Sim","Não","Não","Não","Sim","Não","Sim","Sim","Sim","Não","Sim","Não","Não",NA,"Sim","Não","Não","Sim","Não","Não","Não","Não","Não","Não"
"204392","PSD","Sim","Sim","Não","Sim","Não","Sim","Não","Sim","Sim","Sim","Não","Sim","Sim","Não","Sim","Não","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Não","Sim","Não","Não","Não","Sim","Sim"
"204362","PSD","Sim","Sim","Não","Sim","Sim","Não","Sim","Sim","Sim",NA,"Sim",NA,NA,NA,"Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Não","Sim","Não","Não","Não",NA,"Sim"
"116379","PSD","Sim","Sim","Sim",NA,"Sim","Sim","Sim","Sim",NA,"Sim","Não","Sim","Sim","Não","Sim","Sim","Sim","Sim",NA,"Sim","Não",NA,"Sim","Não","Sim","Não","Sim","Não","Sim","Sim"
"204463","PSD",NA,"Sim",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Não",NA,NA,NA,NA,"Não",NA,NA,"Não",NA,NA,NA,NA,NA
"204522","PSD",NA,"Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim",NA,"Sim","Sim","Sim","Sim","Sim","Não","Sim","Sim","Sim","Não","Não","Não","Sim","Não"
"204373","PSD","Sim","Sim","Não","Sim","Sim","Sim","Não","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Não","Não","Sim","Sim","Sim","Sim","Sim","Sim","Não","Sim","Sim","Sim","Não","Sim","Sim"
"204465","PSD","Sim","Sim","Não","Sim","Não","Não","Sim",NA,"Sim","Sim","Sim","Sim","Sim","Não","Sim","Não","Não","Sim","Não","Sim","Sim",NA,"Sim","Não","Sim","Não","Não","Não","Sim","Sim"
"204504","PSD","Sim","Sim","Sim","Sim","Sim","Não","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Não",NA,"Não","Sim","Sim","Sim",NA,"Sim","Sim","Sim","Não","Sim",NA,"Não","Não","Sim","Sim"
"204447","PSD",NA,"Sim",NA,"Sim","Não",NA,NA,"Sim","Sim","Sim",NA,"Sim",NA,NA,"Sim",NA,"Sim","Sim",NA,"Sim","Sim","Não",NA,"Não","Sim",NA,NA,NA,"Sim",NA
"204410","PSD","Sim","Sim","Sim","Sim","Sim",NA,"Não","Sim","Sim","Sim","Sim","Sim",NA,NA,"Sim","Sim","Sim",NA,"Sim","Sim","Sim","Sim","Sim",NA,"Sim","Sim","Sim","Não",NA,NA
"205865","PSD","Sim","Sim","Não",NA,"Sim","Não","Não","Sim",NA,NA,"Sim","Sim",NA,NA,"Sim","Sim",NA,"Sim","Sim","Sim","Sim","Sim","Sim","Não","Sim","Não","Não","Não","Sim","Sim"
"218741","PSD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sim",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205476","PSD","Sim","Não","Sim","Sim","Não","Sim","Sim","Não","Não","Sim","Sim","Sim","Sim","Não","Sim",NA,"Não","Sim","Não","Sim","Sim","Não","Sim","Sim","Sim","Sim","Sim","Não","Sim",NA
"204573","PSD","Não","Sim","Sim",NA,"Não","Sim","Sim","Não","Sim","Sim","Sim","Sim","Sim","Não","Sim","Sim","Sim","Sim","Não","Sim","Sim","Sim","Sim","Sim","Sim","Não","Sim","Não","Sim","Não"
"160553","PSD","Sim","Não","Não","Sim",NA,"Sim","Sim","Sim","Sim","Sim","Não","Sim","Sim",NA,"Sim",NA,NA,"Sim","Sim","Sim","Sim","Não","Sim",NA,"Sim","Não","Não","Não","Sim","Não"
"160619","PSD","Sim","Não","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Não","Sim","Sim","Não","Sim","Sim","Sim","Sim","Sim","Sim",NA,"Sim","Sim","Sim","Não","Sim",NA
"204556","PSD",NA,"Sim","Sim","Sim",NA,"Sim","Sim","Sim","Sim",NA,"Sim","Sim",NA,NA,"Sim","Sim","Sim","Sim",NA,NA,"Sim",NA,"Não",NA,"Sim","Sim","Sim","Não",NA,"Não"
"204557","PSD","Sim","Sim","Não","Sim","Não","Não","Sim","Não","Sim","Sim","Não","Não","Não",NA,"Sim","Sim",NA,"Sim","Sim","Sim","Sim","Não","Não","Sim","Sim","Sim","Não","Sim","Sim","Não"
"204562","PSD","Sim","Sim","Sim","Sim","Sim","Não","Sim","Sim","Sim","Sim","Não",NA,"Sim",NA,NA,"Sim",NA,"Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Não","Não","Não","Sim","Não"
"204415","PSD","Sim","Sim","Sim","Sim","Não","Sim",NA,"Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Não","Sim","Sim","Sim",NA,"Não","Sim","Sim","Sim","Não","Sim","Não"
"73808","PSD","Sim","Sim","Sim","Sim",NA,NA,"Sim","Sim","Sim",NA,"Sim",NA,NA,NA,"Sim","Sim",NA,"Sim","Sim","Sim","Sim","Sim","Sim",NA,NA,"Sim","Sim","Não","Sim","Não"
"204387","PSD","Sim","Sim","Não",NA,"Sim","Não","Não","Sim","Sim","Sim","Sim","Não","Sim","Sim","Sim",NA,"Sim","Sim","Sim","Sim","Sim","Sim","Sim","Não","Sim","Sim","Sim","Não","Sim","Sim"
"178969","PSD","Sim","Sim","Não","Sim","Não","Sim","Sim","Não",NA,"Sim","Sim",NA,"Sim","Não","Sim","Sim","Não","Sim","Sim",NA,"Sim",NA,"Sim","Sim","Sim","Não","Não","Não",NA,NA
"178953","PSD","Sim","Não","Não","Sim","Não","Sim","Sim","Não","Não","Não","Sim","Sim","Sim","Sim","Sim","Não",NA,"Sim","Não","Sim","Sim","Sim","Sim","Sim","Não","Sim","Sim","Não","Sim","Sim"
"122158","PSD",NA,"Sim",NA,"Sim",NA,NA,NA,NA,"Sim",NA,NA,NA,NA,NA,NA,NA,"Sim",NA,NA,NA,NA,"Sim",NA,NA,"Sim",NA,NA,NA,NA,"Não"
"160621","PSD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204384","PSD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92776","PSD","Sim",NA,"Não","Sim","Sim","Não","Não","Sim","Sim","Sim","Sim","Sim","Sim",NA,"Sim","Não","Não",NA,"Sim","Sim","Sim","Sim","Sim","Não","Sim","Não","Sim","Não","Sim","Sim"
"171623","PSD","Sim","Sim","Sim","Sim","Sim","Sim","Sim",NA,"Sim","Sim","Sim","Sim","Sim","Não","Sim",NA,"Sim","Sim","Sim","Sim","Sim","Sim","Sim",NA,"Sim","Sim","Sim","Não",NA,"Sim"
"177282","PSD","Não","Não","Não","Sim","Não","Sim","Não","Não","Não","Não","Sim","Não","Não","Sim","Não","Sim",NA,"Não","Não","Não","Não","Não","Sim","Sim","Sim","Não","Não","Não","Não","Sim"
"160552","PSD",NA,"Sim",NA,"Sim",NA,NA,"Não",NA,"Sim",NA,NA,NA,NA,NA,"Sim",NA,"Não",NA,NA,NA,"Não","Sim",NA,NA,"Sim",NA,NA,NA,NA,NA
"162332","PSD","Sim","Sim","Não","Sim","Sim","Sim","Sim","Sim",NA,"Sim","Sim","Sim","Sim","Não",NA,"Não","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Não","Sim","Sim"
"178832","PSD",NA,"Sim","Não","Sim","Sim","Sim","Sim",NA,"Sim","Não","Sim","Sim","Sim","Não","Sim","Não",NA,"Não","Não","Sim","Sim","Não","Sim",NA,"Sim","Sim","Sim",NA,"Não","Sim"
"178833","PSD",NA,"Não",NA,"Sim",NA,NA,NA,NA,"Sim",NA,NA,NA,NA,NA,NA,NA,"Não",NA,NA,NA,NA,"Sim",NA,NA,"Sim",NA,NA,NA,NA,NA
"204433","PSD",NA,"Sim","Não","Sim",NA,NA,"Sim",NA,"Não",NA,NA,NA,NA,NA,NA,"Sim","Sim",NA,NA,"Não",NA,"Não",NA,NA,"Sim",NA,"Não","Não",NA,"Não"
"178924","PSD","Sim",NA,"Sim","Sim","Não","Sim","Não","Não","Sim",NA,"Sim","Sim","Sim","Não",NA,"Não",NA,"Sim","Não","Sim","Sim",NA,"Sim","Sim",NA,"Sim","Sim","Não","Sim","Não"
"178895","PSD",NA,NA,NA,"Sim","Sim","Não",NA,"Sim","Sim","Sim","Sim","Sim","Sim","Não","Sim","Sim",NA,NA,"Sim","Sim","Sim","Sim","Sim","Não","Sim","Não","Sim","Não","Sim","Sim"
"216544","PSD",NA,NA,"Sim",NA,NA,"Não",NA,NA,NA,"Sim","Não","Sim","Sim","Não",NA,"Sim",NA,"Sim","Sim","Sim",NA,NA,"Sim","Não",NA,"Sim",NA,"Não","Sim","Sim"
"217480","PSD","Sim",NA,"Sim",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sim","Não",NA,NA,NA,NA,"Sim",NA,NA,NA,"Sim",NA,NA,NA,NA,NA,NA,NA
"74317","PSD",NA,"Sim","Sim","Sim","Sim","Não","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Não","Sim",NA,"Sim","Sim",NA,"Sim","Sim","Sim","Sim","Não","Sim","Sim","Sim","Não","Sim","Sim"
"74471","PSD",NA,"Sim","Sim","Sim","Não",NA,"Sim",NA,"Sim",NA,"Não","Sim","Sim","Não","Sim","Sim",NA,"Não",NA,"Sim","Sim","Sim","Não","Sim","Sim","Não",NA,NA,"Sim","Não"
"143632","PSD","Sim","Sim","Sim",NA,NA,NA,"Sim",NA,NA,"Sim","Não","Sim",NA,NA,"Sim",NA,NA,NA,"Sim","Sim","Sim","Sim","Não","Não","Sim",NA,"Não","Não",NA,"Não"
"160588","PSD","Sim","Sim","Sim","Sim","Sim",NA,"Sim","Sim",NA,NA,"Sim",NA,NA,NA,"Sim","Sim","Não","Sim","Sim",NA,"Sim",NA,"Sim",NA,"Sim","Sim","Sim","Não",NA,"Sim"
"160587","PSD","Não","Sim","Não","Sim","Não","Sim","Sim","Não","Sim","Não","Sim","Sim",NA,NA,"Sim","Sim","Sim","Não","Não","Não","Não","Sim","Não","Sim","Sim","Não","Não","Não","Sim","Não"
"141428","PSD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sim",NA,NA,NA,NA,"Sim",NA,NA,"Sim",NA,NA,NA,NA,NA
"141450","PSD","Sim",NA,"Sim","Sim","Sim","Sim","Não","Sim",NA,"Sim","Sim","Sim","Sim","Não","Sim",NA,"Sim",NA,"Sim","Sim","Sim","Sim","Sim","Não","Sim","Sim","Não","Não",NA,"Sim"
"141531","PSDB","Sim","Sim","Sim","Sim",NA,"Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim",NA,"Sim","Sim","Sim","Sim","Não","Sim","Sim",NA,"Sim","Não","Sim","Sim","Sim","Não",NA,"Não"
"141553","PSDB","Sim","Sim","Não","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Não","Sim","Não","Não","Sim","Não","Sim","Sim","Não","Sim","Sim","Não","Não","Não","Sim","Não","Não","Sim","Sim","Não"
"160635","PSDB","Não","Sim","Não","Sim",NA,"Sim","Sim",NA,"Sim","Sim","Sim",NA,"Sim",NA,"Sim","Sim","Não",NA,"Não","Não","Sim","Não","Sim",NA,"Sim","Sim","Sim","Não",NA,"Sim"
"160645","PSDB",NA,"Sim",NA,"Sim",NA,NA,"Sim","Sim","Sim",NA,NA,"Sim",NA,NA,"Sim",NA,"Sim","Sim",NA,NA,"Sim",NA,NA,"Não","Sim",NA,NA,NA,"Sim",NA
"141516","PSDB","Sim",NA,"Sim","Sim","Sim","Sim","Sim","Não",NA,NA,"Sim","Sim",NA,NA,"Sim",NA,NA,NA,"Sim","Sim","Sim","Sim","Sim","Não","Sim","Sim","Sim","Não","Sim",NA
"74305","PSDB",NA,"Sim",NA,"Sim",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sim",NA,NA,NA,NA,"Sim",NA,NA,"Sim",NA,NA,NA,NA,NA
"74655","PSDB","Sim","Sim","Não","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Não","Não","Sim","Sim","Sim","Não","Não","Sim","Não","Sim","Não","Sim","Sim","Sim","Não","Sim","Não"
"74352","PSDB","Sim","Sim","Sim","Sim","Sim","Sim","Sim",NA,"Sim","Sim","Sim",NA,"Sim","Não","Sim","Sim","Sim",NA,"Sim","Sim","Sim","Sim","Sim","Não","Sim","Sim","Sim",NA,NA,"Não"
"74262","PSDB","Sim","Sim","Não","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Não","Não","Sim","Sim","Sim","Não","Sim","Sim","Não","Sim","Sim","Não","Não","Não","Sim","Não","Não","Sim","Sim","Não"
"178844","PSDB","Sim",NA,"Não",NA,"Sim",NA,"Sim","Sim",NA,"Sim","Sim","Sim","Sim","Não","Sim","Sim",NA,"Sim","Sim","Sim","Sim",NA,"Sim","Sim",NA,"Sim","Sim","Não","Sim","Sim"
"216313","PSDB",NA,NA,NA,NA,NA,NA,NA,"Sim",NA,NA,NA,"Sim",NA,NA,NA,NA,NA,"Sim",NA,NA,NA,NA,NA,"Sim",NA,NA,NA,NA,"Sim",NA
"141515","PSDB","Sim",NA,NA,NA,"Sim","Sim",NA,"Sim",NA,"Sim","Sim","Sim","Sim",NA,"Sim",NA,NA,NA,NA,NA,"Sim",NA,"Sim","Não",NA,"Sim",NA,NA,"Sim",NA
"178912","PSDB","Não","Sim","Não","Sim",NA,"Sim","Não",NA,"Sim",NA,"Sim",NA,"Sim","Não",NA,NA,"Sim",NA,NA,"Sim","Sim","Sim","Sim",NA,"Sim","Sim","Sim","Não",NA,"Não"
"74646","PSDB","Não",NA,"Sim","Sim","Sim","Sim","Sim","Sim","Sim",NA,"Sim","Sim","Sim","Não","Não","Sim",NA,NA,NA,NA,"Sim","Sim","Sim",NA,"Sim",NA,"Não","Não",NA,NA
"160589","PSDB","Não","Sim","Sim","Sim","Sim","Sim","Sim","Não","Sim","Sim","Sim",NA,"Sim","Não","Não","Não",NA,NA,"Não","Sim","Sim","Não","Não","Sim","Sim","Sim","Sim","Não",NA,NA
"178956","PSDB","Sim","Sim","Não",NA,"Sim","Sim","Sim","Sim",NA,"Sim","Sim","Sim","Sim","Não","Sim","Sim","Não","Não","Sim","Sim","Sim","Sim","Sim",NA,"Sim","Sim","Sim","Não","Sim","Sim"
"178990","PSDB","Sim","Sim","Não","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Não","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Não","Não","Sim","Não","Não","Não","Sim","Não","Não","Não","Sim","Não"
"178992","PSDB",NA,"Sim","Não","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Não","Sim","Sim",NA,"Sim","Não","Sim","Sim","Não",NA,"Sim",NA,"Não","Sim","Sim","Sim","Não","Não","Sim","Não"
"178966","PSDB","Sim","Sim","Não","Sim","Sim","Sim","Sim","Sim",NA,"Sim","Sim","Sim","Sim","Não","Sim","Não",NA,"Sim","Sim","Sim","Sim","Sim","Sim","Não","Sim","Sim","Sim","Não","Sim","Sim"
"178961","PSDB","Não","Sim","Não","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim",NA,"Sim","Não","Sim","Não",NA,"Sim","Sim","Sim","Sim","Sim","Sim","Não","Sim","Sim","Não","Não","Sim","Sim"
"178977","PSDB","Não","Sim","Não","Sim","Sim","Sim","Sim",NA,"Sim","Sim","Não","Sim","Sim","Não","Sim","Não","Sim","Sim",NA,"Não","Sim",NA,"Não","Não","Sim","Não","Não","Não","Sim","Não"
"204546","PSDB","Sim","Sim","Não","Não","Sim","Sim","Sim","Sim","Sim","Sim","Não","Não","Sim","Sim","Sim","Sim","Sim","Sim","Não","Sim","Sim",NA,"Não","Não","Sim","Não","Não","Não","Sim","Não"
"204544","PSDB","Não","Sim","Não","Sim","Não","Sim","Sim","Não","Não","Não","Não","Sim","Sim","Sim","Não","Sim","Sim","Não","Não","Não","Não",NA,NA,"Sim","Sim","Não","Não","Não","Não","Não"
"204560","PSDB","Sim","Sim","Sim","Sim","Sim",NA,"Sim","Sim","Sim","Sim","Não",NA,"Sim",NA,NA,"Sim",NA,"Sim","Sim","Sim",NA,"Sim","Sim",NA,"Sim","Sim","Sim","Não",NA,NA
"160536","PSDB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216198","PSDB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74374","PSDB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204409","PSDB",NA,"Sim","Não","Sim","Sim","Sim","Não",NA,"Sim","Sim","Sim","Não","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Não","Sim","Não","Não","Não","Sim","Sim"
"204466","PSDB","Não","Não","Não","Sim","Não","Sim","Sim","Não","Sim","Não","Sim","Sim",NA,NA,"Não","Não",NA,NA,"Não","Não","Não",NA,NA,"Sim","Não","Sim","Sim","Não","Sim","Não"
"204404","PSDB","Sim","Sim","Não","Sim","Sim","Sim","Não","Sim","Sim","Sim","Não","Não","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Não","Sim","Não","Não","Não","Sim","Sim"
"204357","PSDB","Não","Sim","Não","Sim","Não","Sim","Sim","Sim",NA,NA,"Sim","Sim","Sim","Não","Sim","Não","Não","Sim",NA,"Sim","Sim","Não","Sim","Sim","Sim","Sim","Sim","Não","Sim","Sim"
"204358","PSDB",NA,"Sim","Não","Sim","Sim","Não","Sim",NA,"Sim","Sim","Sim",NA,NA,"Não","Sim","Sim","Sim",NA,NA,"Sim","Sim","Sim",NA,"Não","Sim","Sim","Sim","Não","Sim","Não"
